Subject,Age,Gender
sub35967,22.0,F
sub39346,22.0,M
sub39460,21.0,M
sub40619,22.0,F
sub41433,21.0,F
sub41724,22.0,M
sub41731,22.0,F
sub42178,22.0,F
sub43055,22.0,F
sub43803,22.0,F
sub45566,22.0,M
sub46973,21.0,M
sub47094,21.0,M
sub49227,21.0,F
sub51387,21.0,F
sub57150,22.0,F
sub58867,21.0,F
sub63516,22.0,M
sub65041,21.0,M
sub65461,22.0,F
sub66467,21.0,F
sub68752,22.0,F
sub69925,22.0,F
sub72000,23.0,M
sub72795,21.0,F
sub73221,22.0,F
sub73709,22.0,F
sub73853,21.0,M
sub74276,22.0,F
sub74941,21.0,F
sub75293,21.0,M
sub75361,22.0,M
sub76935,21.0,F
sub77629,22.0,F
sub78282,22.0,F
sub78327,22.0,M
sub78648,21.0,F
sub79784,21.0,F
sub84631,21.0,M
sub85532,22.0,F
sub86362,22.0,F
sub86410,22.0,F
sub86559,22.0,F
sub89213,22.0,M
sub90623,21.0,F
sub91105,22.0,M
sub91222,22.0,F
sub91232,22.0,F
sub94314,21.0,F
sub95854,21.0,F
sub96080,21.0,F
sub96197,21.0,M
sub98146,22.0,F
sub98207,21.0,M
sub98439,21.0,M
sub98661,21.0,F
sub98739,22.0,M
sub99718,22.0,F
sub14725,21.0,M
sub31444,22.0,M
sub50637,21.0,F
sub75620,22.0,F
sub02248,20.0,M
sub07210,32.0,F
sub13304,35.0,F
sub16112,21.0,F
sub17516,31.0,M
sub23740,27.0,F
sub24528,29.0,M
sub40095,27.0,F
sub40451,34.0,M
sub47141,29.0,F
sub48778,27.0,M
sub56945,30.0,M
sub57368,25.0,F
sub66945,31.0,M
sub68195,29.0,M
sub71633,29.0,F
sub74429,28.0,M
sub76621,27.0,M
sub79611,30.0,M
sub80089,31.0,F
sub82071,31.0,M
sub85152,35.0,F
sub04856,46.0,F
sub20732,41.0,F
sub29935,33.0,F
sub46856,22.0,F
sub54541,26.0,F
sub61001,31.0,F
sub66941,42.0,F
sub70752,39.0,M
sub84978,46.0,F
sub88286,23.0,F
sub96705,29.0,F
sub98061,26.0,F
sub02459,26.0,M
sub04117,26.0,F
sub16164,27.0,M
sub16849,34.0,M
sub36229,34.0,M
sub39524,27.0,F
sub42533,23.0,F
sub47468,23.0,M
sub49845,24.0,M
sub56353,32.0,M
sub66095,25.0,M
sub68733,20.0,F
sub70014,24.0,F
sub72118,28.0,M
sub80254,26.0,F
sub86245,23.0,M
sub86850,24.0,M
sub88169,26.0,F
sub93238,21.0,F
sub02115,23.0,F
sub02142,21.0,F
sub12941,26.0,F
sub16236,25.0,M
sub26219,28.0,M
sub26678,24.0,F
sub28304,21.0,F
sub35127,28.0,M
sub35575,23.0,M
sub45636,24.0,F
sub46405,23.0,F
sub49563,26.0,F
sub52065,26.0,M
sub53324,27.0,M
sub58674,28.0,F
sub61357,21.0,F
sub73002,25.0,M
sub73125,25.0,M
sub73471,27.0,M
sub74078,26.0,F
sub80832,26.0,F
sub82830,23.0,F
sub88150,26.0,F
sub88823,27.0,M
sub95001,28.0,M
sub95721,21.0,F
sub95786,26.0,M
sub95967,27.0,M
sub97935,29.0,F
sub99965,23.0,F
3000,69.0,F
3004,59.0,M
3069,54.0,F
3161,45.0,M
3355,32.0,M
3008,82.0,F
3011,32.0,M
3013,79.0,F
3016,57.0,M
3029,66.0,M
3053,69.0,M
3055,69.0,F
3057,60.0,F
3063,40.0,F
3064,60.0,F
3071,72.0,M
3072,47.0,F
3073,48.0,M
3074,31.0,M
3104,72.0,M
3106,70.0,F
3112,63.0,F
3114,64.0,F
3115,61.0,M
3151,58.0,M
3156,70.0,M
3157,64.0,F
3160,80.0,M
3165,59.0,F
3169,57.0,M
3171,61.0,M
3172,70.0,M
3188,71.0,M
3191,66.0,F
3300,52.0,M
3301,52.0,M
3310,65.0,M
3316,75.0,M
3320,56.0,M
3350,79.0,M
3353,56.0,F
3503,32.0,F
3515,74.0,F
3517,46.0,M
3518,73.0,M
3519,74.0,M
3521,65.0,M
3357,44.0,M
3358,49.0,M
3361,56.0,F
3362,42.0,F
3368,53.0,F
3369,44.0,M
3370,40.0,M
3389,72.0,M
3390,66.0,M
3405,64.0,F
3410,74.0,M
3411,41.0,M
3414,37.0,F
3424,64.0,F
3428,58.0,F
3450,52.0,M
3452,64.0,F
3453,60.0,F
3457,63.0,F
3464,51.0,M
3466,48.0,M
3468,57.0,M
3478,77.0,M
3479,58.0,M
3480,72.0,F
3481,63.0,M
3525,56.0,M
3526,61.0,M
3527,62.0,M
3541,66.0,M
3544,70.0,M
3551,64.0,M
3555,40.0,M
3563,60.0,M
3565,54.0,M
3569,40.0,F
3570,72.0,M
3571,46.0,M
3572,58.0,F
3600,55.0,M
3523,64.0,M
3554,75.0,M
3768,59.0,M
3816,66.0,M
3959,73.0,M
4010,42.0,M
3610,60.0,F
3611,42.0,F
3614,62.0,M
3615,66.0,M
3620,69.0,M
3624,61.0,M
3627,59.0,M
3635,57.0,M
3636,64.0,M
3637,57.0,M
3651,77.0,M
3656,79.0,M
3658,58.0,M
3662,58.0,M
3668,76.0,M
3750,53.0,M
3756,65.0,M
3759,54.0,F
3765,68.0,F
3767,53.0,F
3769,70.0,M
3779,56.0,M
3803,69.0,F
3804,60.0,F
3805,56.0,F
3806,59.0,F
3807,73.0,F
3809,53.0,F
3811,67.0,M
3812,64.0,F
3813,66.0,M
3817,75.0,M
3850,50.0,F
3851,54.0,F
3852,77.0,M
3853,47.0,M
3854,31.0,M
3855,49.0,F
3857,41.0,F
3950,43.0,F
3952,69.0,F
3955,54.0,M
3965,83.0,M
3966,59.0,M
3967,57.0,M
3968,57.0,M
3969,81.0,F
4004,65.0,F
4018,64.0,M
4032,68.0,M
40360,70.0,F
40451,55.0,M
4067,62.0,M
40725,58.0,F
40726,56.0,F
4085,67.0,M
4090,57.0,M
4100,58.0,M
4104,66.0,M
4105,67.0,M
4116,65.0,M
4118,68.0,F
41473,60.0,M
54373,65.0,F
4139,81.0,M
41471,50.0,M
50143,64.0,F
50172,65.0,F
50219,61.0,F
50222,51.0,F
50225,53.0,M
51714,63.0,F
51782,67.0,F
51867,65.0,F
53677,63.0,F
54196,64.0,F
54262,71.0,M
65002,62.0,F
65006,54.0,F
50030,25.0,M
50031,13.0,M
50032,20.0,M
50033,12.0,M
50034,15.0,M
50035,17.0,M
50036,13.0,F
50037,19.0,M
50038,14.0,F
50039,31.0,M
50040,25.0,M
50042,33.0,M
50043,14.0,M
50044,17.0,M
50045,16.0,M
50046,21.0,M
50047,15.0,M
50048,12.0,M
50050,14.0,M
50051,13.0,M
50052,33.0,M
50054,9.0,M
50058,23.0,M
50059,21.0,F
50060,20.0,M
50102,14.0,M
50103,14.0,M
50104,16.0,M
50105,17.0,M
50106,10.0,M
50107,21.0,M
50108,21.0,M
50109,20.0,M
50111,14.0,M
50112,17.0,M
50113,15.0,F
50114,20.0,F
50115,23.0,M
50116,15.0,M
50204,15.0,M
50205,14.0,F
50206,9.0,F
50208,14.0,F
50209,17.0,M
50210,17.0,M
50211,16.0,M
50213,12.0,F
50214,15.0,M
50215,17.0,F
50217,13.0,M
50041,28.0,M
50117,21.0,M
50203,16.0,M
50353,13.0,F
50387,14.0,M
50562,11.0,M
50668,25.0,M
50703,29.0,M
50735,14.0,F
50781,9.0,M
50257,15.0,M
50259,20.0,M
50260,20.0,M
50261,20.0,M
50262,21.0,M
50263,19.0,M
50264,26.0,M
50265,12.0,M
50266,16.0,M
50267,18.0,M
50268,14.0,M
50269,15.0,M
50270,19.0,M
50271,20.0,M
50330,16.0,M
50331,17.0,M
50332,10.0,M
50333,10.0,M
50334,11.0,M
50335,18.0,M
50336,14.0,F
50338,14.0,F
50339,18.0,M
50340,16.0,F
50341,18.0,F
50342,13.0,M
50343,14.0,F
50344,18.0,M
50346,19.0,M
50347,16.0,M
50349,19.0,M
50351,17.0,M
50352,16.0,M
50354,14.0,F
50355,11.0,M
50356,17.0,F
50357,10.0,F
50358,10.0,M
50359,10.0,M
50361,18.0,F
50362,11.0,M
50363,10.0,M
50364,11.0,M
50365,16.0,M
50367,11.0,M
50368,18.0,M
50369,15.0,F
50370,13.0,M
50371,12.0,M
50372,10.0,M
50373,17.0,F
50374,10.0,F
50375,12.0,F
50376,9.0,M
50378,12.0,M
50380,17.0,F
50381,17.0,M
50382,29.0,M
50383,14.0,M
50385,18.0,M
50386,18.0,M
50388,27.0,M
50390,15.0,M
50391,17.0,M
50414,14.0,F
50415,18.0,M
50416,15.0,M
50417,13.0,M
50418,15.0,M
50419,16.0,M
50421,15.0,M
50422,15.0,M
50423,14.0,M
50424,18.0,M
50425,17.0,M
50426,14.0,M
50427,16.0,M
50428,16.0,M
50551,16.0,M
50552,13.0,M
50553,10.0,M
50554,9.0,M
50555,14.0,F
50556,11.0,M
50557,14.0,F
50558,14.0,F
50559,12.0,M
50560,9.0,M
50561,13.0,M
50563,14.0,F
50564,8.0,M
50565,11.0,F
50566,10.0,M
50567,18.0,M
50568,14.0,M
50569,17.0,F
50570,17.0,M
50571,11.0,M
50573,14.0,M
50574,11.0,M
50575,14.0,M
50576,8.0,F
50577,15.0,M
50578,12.0,M
50656,28.0,F
50657,21.0,M
50658,27.0,M
50659,27.0,M
50660,25.0,M
50661,20.0,F
50663,21.0,M
50664,21.0,M
50665,33.0,M
50666,31.0,M
50667,40.0,M
50669,30.0,F
50682,23.0,M
50683,24.0,M
50685,23.0,M
50687,22.0,M
50688,21.0,M
50691,22.0,M
50692,22.0,M
50698,28.0,M
50699,21.0,M
50701,18.0,M
51478,20.0,M
51479,20.0,F
51480,21.0,F
51481,28.0,M
51482,21.0,F
51483,21.0,M
51484,24.0,M
51485,24.0,M
51486,22.0,M
51487,17.0,M
51488,23.0,M
51489,34.0,M
51490,44.0,M
51491,56.0,M
51492,19.0,M
51493,29.0,F
51556,20.0,M
51557,26.0,M
51558,27.0,M
51559,27.0,M
51560,27.0,M
51561,36.0,M
51562,37.0,M
51563,38.0,M
51564,39.0,M
51565,39.0,M
51566,41.0,M
51567,34.0,M
51568,37.0,M
51569,36.0,M
51570,42.0,M
50736,14.0,F
50737,12.0,M
50738,13.0,M
50739,15.0,M
50740,12.0,M
50741,14.0,M
50742,17.0,M
50772,13.0,M
50773,11.0,M
50774,11.0,M
50775,11.0,M
50776,9.0,M
50777,8.0,M
50778,10.0,F
50780,10.0,F
50782,10.0,M
50783,10.0,F
50784,8.0,F
50785,10.0,M
50786,9.0,M
50787,11.0,M
50788,10.0,F
50789,9.0,M
50790,9.0,F
51053,14.0,F
51054,14.0,F
51055,16.0,F
51056,17.0,F
51057,22.0,F
51058,22.0,F
51059,23.0,F
51060,23.0,F
51061,27.0,F
51062,28.0,F
51063,29.0,F
51064,7.0,M
51065,11.0,M
51066,19.0,M
51067,24.0,M
51068,32.0,M
51069,8.0,M
51070,7.0,M
51071,11.0,M
51072,12.0,M
51073,12.0,M
51074,13.0,M
51075,14.0,M
51076,17.0,M
51077,17.0,M
51078,6.0,M
51079,7.0,M
51103,15.0,M
51104,15.0,M
51105,15.0,M
51106,15.0,M
51107,16.0,M
51108,16.0,M
51109,16.0,M
51110,16.0,M
51111,17.0,M
51112,19.0,M
51113,22.0,M
51114,22.0,M
51115,23.0,M
51116,25.0,M
51117,28.0,M
51118,29.0,M
51119,31.0,M
51120,10.0,M
51121,11.0,M
51122,12.0,M
51123,12.0,M
51124,13.0,M
51125,15.0,M
51126,16.0,M
51127,17.0,M
51128,17.0,M
51129,18.0,M
51130,19.0,M
51131,20.0,M
51132,25.0,M
51133,12.0,M
51134,17.0,M
51135,14.0,M
51136,13.0,M
51137,13.0,M
51138,13.0,M
51139,20.0,M
51140,16.0,M
51141,16.0,M
51146,20.0,M
51147,20.0,M
51148,20.0,M
51149,21.0,M
51150,23.0,M
51151,23.0,M
51152,23.0,M
51153,26.0,M
51154,30.0,M
51155,31.0,M
51156,21.0,M
51159,13.0,M
51180,8.0,F
51182,11.0,M
51183,8.0,M
51184,9.0,F
51186,8.0,M
51187,8.0,M
51188,9.0,F
51189,9.0,M
51190,9.0,M
51191,10.0,M
51192,10.0,F
51193,10.0,M
51194,12.0,M
51196,12.0,M
51197,12.0,M
51198,12.0,M
51199,12.0,M
51250,15.0,M
51251,12.0,M
51253,12.0,M
51254,14.0,M
51255,15.0,M
51257,13.0,M
51258,12.0,M
51259,11.0,M
51260,14.0,M
51261,18.0,M
51262,12.0,M
51264,13.0,F
51265,16.0,M
51266,14.0,M
51267,11.0,F
51268,18.0,M
51269,14.0,M
51271,12.0,M
51272,13.0,M
51273,13.0,M
51274,11.0,M
51275,16.0,M
51276,14.0,M
51277,12.0,M
51278,9.0,M
51279,14.0,F
51280,10.0,M
51281,12.0,M
51282,13.0,F
51332,23.0,M
51333,24.0,M
51334,27.0,M
51335,23.0,M
51336,26.0,M
51338,30.0,M
51339,29.0,M
51340,29.0,M
51341,29.0,M
51342,23.0,M
51343,30.0,M
51345,35.0,M
51346,25.0,M
51347,24.0,M
51356,10.0,M
51357,11.0,M
51359,13.0,M
51360,7.0,M
51361,16.0,M
51362,33.0,M
51363,32.0,M
51364,26.0,M
51365,23.0,M
51366,32.0,F
51367,21.0,M
51368,28.0,F
51369,32.0,M
51370,32.0,F
51371,48.0,M
51372,46.0,F
51373,46.0,M
51475,44.0,M
51476,39.0,M
51052,14.0,F
51080,8.0,M
51102,15.0,M
51142,15.0,M
51181,9.0,M
51256,15.0,M
51358,10.0,M
51477,43.0,M
51303,13.0,F
51304,11.0,M
51305,13.0,F
51306,12.0,M
51307,12.0,M
51308,10.0,M
51309,12.0,M
51311,12.0,M
51312,13.0,M
51313,13.0,M
51314,13.0,M
51315,14.0,M
51316,13.0,M
51081,9.0,M
51082,9.0,M
51083,9.0,M
51084,9.0,M
51085,10.0,M
51086,10.0,M
51087,11.0,M
51088,11.0,M
51089,11.0,M
51090,11.0,M
51091,11.0,M
51093,12.0,M
51094,12.0,M
51095,12.0,M
51096,13.0,M
51097,14.0,M
51098,14.0,M
51099,14.0,M
51100,14.0,M
51101,14.0,M
51036,8.0,F
51038,8.0,F
51039,9.0,F
51040,9.0,F
51041,9.0,F
51042,9.0,F
51044,11.0,F
51045,12.0,F
51046,12.0,F
51047,12.0,F
51048,12.0,F
51049,13.0,F
51050,13.0,F
51051,14.0,F
50808,11.0,M
50809,8.0,M
50810,12.0,F
50811,13.0,M
50812,10.0,F
50813,11.0,M
50814,8.0,M
50816,10.0,M
50817,10.0,M
50819,10.0,M
50820,9.0,F
50821,11.0,M
50822,12.0,M
50706,22.0,M
50707,22.0,M
50709,25.0,M
50710,27.0,M
50722,14.0,F
50723,14.0,F
50724,15.0,M
50725,14.0,M
50726,17.0,M
50727,14.0,M
50728,16.0,M
50730,12.0,F
50731,16.0,M
50732,12.0,M
50733,15.0,M
50734,17.0,M
50193,15.0,M
50194,13.0,M
50195,13.0,M
50196,13.0,M
50198,15.0,M
50199,16.0,M
50200,14.0,M
50201,14.0,F
50202,12.0,M
50157,11.0,M
50158,12.0,M
50159,10.0,M
50160,11.0,M
50161,9.0,M
50162,9.0,M
50163,9.0,M
50164,9.0,M
50165,10.0,M
50166,8.0,M
50167,10.0,M
50168,10.0,M
50169,12.0,M
50170,11.0,M
50171,11.0,M
002_S_0413,76.4,F
002_S_0559,79.4,M
002_S_1261,71.3,F
002_S_1280,70.8,F
005_S_0553,84.8,M
005_S_0602,71.0,M
007_S_1206,73.0,M
007_S_1222,73.4,F
012_S_1009,75.9,M
012_S_1212,75.4,F
013_S_1035,87.3,M
013_S_1276,71.9,F
018_S_0369,76.1,M
033_S_1086,81.5,M
116_S_0382,75.6,F
128_S_1242,71.2,F
136_S_0086,80.4,F
136_S_0184,78.4,F
136_S_0196,78.1,F
130_S_0886,71.4,F
130_S_0969,70.1,M
131_S_0441,72.8,F
131_S_1301,72.2,F
133_S_0433,85.6,F
133_S_0488,71.0,F
133_S_0493,77.6,M
133_S_0525,70.1,F
116_S_1232,72.2,F
116_S_1249,70.9,F
126_S_0405,76.2,M
126_S_0605,75.7,F
127_S_0260,78.8,F
127_S_0622,74.7,F
068_S_1191,78.9,M
082_S_0304,70.9,F
082_S_0640,73.0,F
082_S_1256,71.7,F
094_S_1241,72.2,M
094_S_1267,73.4,M
100_S_0015,80.9,M
033_S_1098,72.1,F
037_S_0303,84.4,M
051_S_1123,76.0,F
052_S_1250,73.3,F
052_S_1251,74.3,F
032_S_0479,73.6,F
032_S_0677,70.9,M
032_S_1169,72.3,F
033_S_0920,80.1,F
033_S_1016,78.5,F
023_S_0926,71.2,F
023_S_0963,72.6,M
023_S_1190,76.6,F
027_S_0403,76.4,M
018_S_0425,85.9,M
020_S_1288,60.0,M
023_S_0031,77.8,F
023_S_0058,70.2,M
023_S_0061,77.2,F
AIBL725,69.0,F
AIBL100,77.0,M
AIBL1000,66.0,F
AIBL1001,74.0,M
AIBL1005,83.0,F
AIBL1013,72.0,F
AIBL102,67.0,F
AIBL1020,75.0,M
AIBL1024,90.0,M
AIBL1025,80.0,M
AIBL1027,72.0,M
AIBL1032,75.0,M
AIBL1046,80.0,F
AIBL1049,77.0,F
AIBL105,63.0,M
AIBL1050,64.0,M
AIBL1056,72.0,F
AIBL1066,59.0,F
AIBL1067,81.0,F
AIBL107,66.0,M
AIBL1078,83.0,F
AIBL1089,59.0,F
AIBL1090,81.0,F
AIBL1094,68.0,M
AIBL1095,78.0,M
AIBL1098,75.0,M
AIBL1100,69.0,M
AIBL1102,71.0,M
AIBL1109,78.0,M
AIBL111,84.0,M
AIBL893,85.0,F
AIBL895,73.0,M
AIBL90,79.0,M
AIBL902,81.0,M
AIBL906,75.0,M
AIBL907,66.0,F
AIBL91,61.0,F
AIBL911,79.0,F
AIBL914,71.0,M
AIBL915,70.0,F
AIBL917,75.0,M
AIBL919,79.0,F
AIBL931,86.0,M
AIBL938,60.0,F
AIBL942,71.0,F
AIBL945,72.0,F
AIBL952,85.0,F
AIBL959,76.0,M
AIBL965,78.0,F
AIBL967,69.0,F
AIBL970,78.0,M
AIBL971,84.0,F
AIBL973,68.0,F
AIBL978,71.0,M
AIBL98,66.0,F
AIBL985,66.0,F
AIBL1122,60.0,M
AIBL1214,79.0,F
AIBL1287,70.0,M
AIBL1370,72.0,F
AIBL1415,72.0,M
AIBL1477,93.0,F
AIBL1561,71.0,M
AIBL197,83.0,M
AIBL335,65.0,F
AIBL420,74.0,F
AIBL52,72.0,F
AIBL618,82.0,F
AIBL670,71.0,M
AIBL1416,76.0,F
AIBL1417,69.0,F
AIBL1418,64.0,M
AIBL1419,63.0,M
AIBL142,71.0,M
AIBL1421,75.0,M
AIBL1422,77.0,F
AIBL1423,77.0,F
AIBL1424,81.0,M
AIBL1426,75.0,M
AIBL1428,66.0,M
AIBL1429,68.0,F
AIBL1430,81.0,F
AIBL1431,72.0,F
AIBL1432,71.0,M
AIBL1435,82.0,M
AIBL1436,76.0,F
AIBL1437,72.0,F
AIBL1439,72.0,F
AIBL144,76.0,F
AIBL1440,84.0,M
AIBL1441,78.0,M
AIBL1442,79.0,M
AIBL1443,73.0,F
AIBL1444,67.0,M
AIBL1449,67.0,F
AIBL1451,63.0,F
AIBL1453,72.0,M
AIBL1454,70.0,F
AIBL1455,77.0,M
AIBL1456,74.0,F
AIBL1457,63.0,M
AIBL146,65.0,F
AIBL1460,73.0,F
AIBL1461,60.0,M
AIBL1462,73.0,M
AIBL1463,73.0,M
AIBL1467,68.0,F
AIBL1469,69.0,M
AIBL147,72.0,M
AIBL1471,66.0,F
AIBL1475,68.0,M
AIBL428,73.0,F
AIBL43,81.0,F
AIBL430,77.0,F
AIBL431,71.0,F
AIBL432,83.0,F
AIBL434,78.0,M
AIBL438,72.0,F
AIBL44,78.0,M
AIBL442,64.0,F
AIBL444,64.0,M
AIBL445,79.0,M
AIBL46,79.0,F
AIBL463,77.0,F
AIBL464,77.0,F
AIBL47,79.0,F
AIBL471,70.0,F
AIBL472,64.0,M
AIBL473,81.0,F
AIBL480,72.0,F
AIBL482,76.0,M
AIBL483,64.0,F
AIBL484,75.0,F
AIBL487,84.0,F
AIBL488,79.0,F
AIBL493,75.0,M
AIBL494,78.0,F
AIBL495,73.0,F
AIBL496,75.0,M
AIBL498,61.0,F
AIBL5,73.0,M
AIBL50,65.0,F
AIBL500,66.0,M
AIBL501,68.0,F
AIBL507,77.0,M
AIBL509,73.0,F
AIBL51,82.0,F
AIBL510,61.0,M
AIBL516,69.0,M
AIBL518,67.0,M
AIBL519,68.0,M
AIBL727,66.0,M
AIBL73,77.0,F
AIBL732,76.0,M
AIBL733,69.0,M
AIBL736,71.0,F
AIBL737,69.0,M
AIBL74,76.0,F
AIBL740,67.0,M
AIBL75,76.0,M
AIBL757,70.0,M
AIBL760,89.0,F
AIBL764,72.0,F
AIBL767,75.0,M
AIBL770,72.0,M
AIBL771,60.0,F
AIBL772,70.0,F
AIBL773,73.0,F
AIBL774,77.0,M
AIBL776,84.0,F
AIBL778,71.0,M
AIBL78,80.0,F
AIBL784,73.0,F
AIBL786,68.0,F
AIBL79,74.0,M
AIBL791,72.0,F
AIBL795,76.0,F
AIBL796,74.0,F
AIBL797,74.0,M
AIBL798,68.0,F
AIBL80,72.0,F
AIBL804,70.0,M
AIBL805,68.0,M
AIBL808,73.0,M
AIBL1290,70.0,F
AIBL1291,72.0,F
AIBL1295,66.0,F
AIBL1296,96.0,F
AIBL1298,72.0,M
AIBL1301,82.0,F
AIBL1302,71.0,F
AIBL1303,74.0,M
AIBL1304,74.0,F
AIBL1308,75.0,M
AIBL1309,70.0,F
AIBL1311,73.0,F
AIBL1312,67.0,M
AIBL1316,58.0,F
AIBL1321,77.0,F
AIBL1322,75.0,M
AIBL1324,79.0,M
AIBL1327,71.0,F
AIBL1328,80.0,M
AIBL1329,77.0,F
AIBL1330,81.0,F
AIBL1332,72.0,M
AIBL1334,74.0,F
AIBL1335,70.0,M
AIBL1337,73.0,F
AIBL1339,75.0,F
AIBL134,86.0,F
AIBL1340,73.0,M
AIBL1341,72.0,F
AIBL1343,73.0,F
AIBL1344,75.0,M
AIBL1345,66.0,M
AIBL1349,66.0,M
AIBL135,77.0,F
AIBL1352,80.0,F
AIBL1355,77.0,F
AIBL1356,78.0,F
AIBL1360,76.0,M
AIBL1361,66.0,F
AIBL1365,80.0,F
AIBL1366,72.0,F
AIBL1368,82.0,F
AIBL1563,66.0,M
AIBL1564,76.0,F
AIBL1565,65.0,M
AIBL1566,66.0,F
AIBL1567,76.0,M
AIBL1568,78.0,M
AIBL1569,75.0,M
AIBL1574,65.0,F
AIBL1575,79.0,M
AIBL1577,79.0,F
AIBL1578,77.0,F
AIBL158,76.0,M
AIBL1585,73.0,M
AIBL1586,71.0,F
AIBL1587,76.0,F
AIBL1588,66.0,M
AIBL1589,62.0,M
AIBL1590,74.0,F
AIBL1591,85.0,F
AIBL1595,74.0,F
AIBL1597,72.0,M
AIBL1598,79.0,F
AIBL16,81.0,F
AIBL1607,70.0,M
AIBL1609,66.0,F
AIBL161,80.0,F
AIBL1615,81.0,F
AIBL1616,77.0,F
AIBL167,74.0,M
AIBL168,73.0,F
AIBL169,76.0,M
AIBL17,79.0,M
AIBL179,68.0,F
AIBL18,65.0,M
AIBL181,68.0,F
AIBL183,74.0,F
AIBL185,79.0,F
AIBL186,72.0,M
AIBL19,81.0,M
AIBL190,82.0,M
AIBL191,69.0,F
AIBL62,75.0,F
AIBL622,62.0,M
AIBL626,68.0,F
AIBL627,67.0,M
AIBL632,71.0,M
AIBL635,66.0,F
AIBL636,68.0,M
AIBL637,72.0,M
AIBL638,71.0,F
AIBL639,66.0,M
AIBL64,78.0,F
AIBL642,70.0,M
AIBL644,66.0,F
AIBL645,71.0,M
AIBL653,79.0,M
AIBL655,82.0,F
AIBL657,80.0,F
AIBL658,62.0,F
AIBL661,69.0,M
AIBL665,74.0,F
AIBL666,66.0,M
AIBL668,75.0,F
AIBL669,78.0,M
AIBL284,65.0,F
AIBL287,65.0,M
AIBL288,68.0,F
AIBL289,61.0,F
AIBL29,81.0,F
AIBL290,69.0,F
AIBL291,74.0,M
AIBL294,62.0,M
AIBL298,77.0,F
AIBL3,68.0,F
AIBL307,75.0,M
AIBL31,83.0,F
AIBL310,64.0,M
AIBL311,81.0,F
AIBL313,66.0,F
AIBL314,63.0,M
AIBL315,68.0,F
AIBL316,70.0,M
AIBL317,65.0,F
AIBL318,75.0,M
AIBL319,72.0,F
AIBL326,66.0,F
AIBL329,73.0,M
AIBL33,82.0,M
AIBL330,72.0,M
AIBL331,73.0,M
AIBL332,74.0,M
AIBL1215,75.0,M
AIBL1218,86.0,M
AIBL1222,77.0,M
AIBL1224,74.0,F
AIBL1225,66.0,M
AIBL1228,67.0,F
AIBL123,81.0,F
AIBL1230,76.0,F
AIBL1234,73.0,M
AIBL1236,83.0,M
AIBL1237,66.0,F
AIBL1238,76.0,F
AIBL1241,66.0,F
AIBL1249,76.0,F
AIBL125,78.0,F
AIBL1251,65.0,F
AIBL1255,92.0,F
AIBL1257,79.0,F
AIBL1258,82.0,F
AIBL126,68.0,F
AIBL1260,72.0,F
AIBL1261,69.0,F
AIBL1262,78.0,M
AIBL1264,78.0,M
AIBL1265,76.0,F
AIBL1266,75.0,F
AIBL127,78.0,M
AIBL1272,74.0,F
AIBL1273,72.0,F
AIBL1277,75.0,M
AIBL1278,70.0,F
AIBL1279,84.0,M
AIBL1281,77.0,M
AIBL1283,80.0,M
AIBL1285,88.0,F
AIBL1286,67.0,F
AIBL1372,65.0,M
AIBL1373,76.0,M
AIBL1375,89.0,M
AIBL1378,79.0,M
AIBL138,61.0,F
AIBL1382,79.0,F
AIBL1384,79.0,F
AIBL1385,74.0,M
AIBL1386,69.0,F
AIBL1387,83.0,M
AIBL1390,64.0,F
AIBL1391,82.0,F
AIBL1392,71.0,M
AIBL1393,75.0,M
AIBL1394,61.0,F
AIBL1396,64.0,M
AIBL1397,75.0,M
AIBL1398,75.0,F
AIBL14,66.0,F
AIBL1405,68.0,F
AIBL1406,66.0,F
AIBL1408,73.0,M
AIBL1410,75.0,M
AIBL1411,77.0,F
AIBL1412,75.0,F
AIBL1413,63.0,F
AIBL148,67.0,F
AIBL1482,80.0,F
AIBL1483,69.0,F
AIBL1484,63.0,M
AIBL1486,86.0,M
AIBL149,77.0,M
AIBL1494,60.0,F
AIBL1496,71.0,M
AIBL1498,63.0,F
AIBL1499,68.0,M
AIBL15,87.0,M
AIBL1501,71.0,M
AIBL1502,80.0,F
AIBL1503,83.0,M
AIBL1504,71.0,M
AIBL1510,78.0,M
AIBL1513,67.0,F
AIBL1517,65.0,M
AIBL1518,74.0,F
AIBL1519,65.0,F
AIBL152,70.0,M
AIBL1520,72.0,F
AIBL1521,78.0,F
AIBL1522,60.0,F
AIBL1526,65.0,M
AIBL153,70.0,M
AIBL1531,64.0,F
AIBL1537,78.0,F
AIBL154,66.0,F
AIBL1541,72.0,M
AIBL1542,75.0,M
AIBL1544,77.0,F
AIBL1547,73.0,M
AIBL1549,71.0,F
AIBL155,66.0,F
AIBL1553,63.0,M
AIBL1559,73.0,F
AIBL156,70.0,F
AIBL198,81.0,F
AIBL2,70.0,M
AIBL20,73.0,F
AIBL206,66.0,M
AIBL207,72.0,F
AIBL21,74.0,F
AIBL212,73.0,F
AIBL217,83.0,M
AIBL218,82.0,F
AIBL22,81.0,F
AIBL220,70.0,F
AIBL228,79.0,F
AIBL229,61.0,F
AIBL23,84.0,F
AIBL232,83.0,M
AIBL234,69.0,M
AIBL24,83.0,F
AIBL241,67.0,F
AIBL244,64.0,F
AIBL249,71.0,F
AIBL25,80.0,F
AIBL250,70.0,M
AIBL253,66.0,F
AIBL254,74.0,F
AIBL259,80.0,F
